genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Acinetobacter,baumannii,SRR3159159,Intermediate,CAZ,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3159160,Intermediate,CAZ,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3159162,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3159163,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3159167,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3159168,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3159169,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA
Escherichia,coli,SRR3168634,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Staphylococcus,aureus,SRR3168638,Susceptible,ERY,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,tissue,USA,NA
Acinetobacter,baumannii,SRR3168639,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,trachael aspirate,USA,NA
Acinetobacter,baumannii,SRR3168640,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,bronchial washings,USA,NA
Escherichia,coli,SRR3168641,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,blood,USA,NA
Acinetobacter,baumannii,SRR3168642,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR3168643,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,gall bladder,USA,NA
Acinetobacter,baumannii,SRR3168648,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,wound,USA,NA
Acinetobacter,baumannii,SRR3170230,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170232,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170234,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA
Acinetobacter,baumannii,SRR3170235,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170237,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170240,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170241,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Urine,USA,NA
Acinetobacter,baumannii,SRR3170244,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3170246,Susceptible,CAZ,=,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170254,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170256,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170260,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,NA,USA,NA
Acinetobacter,baumannii,SRR3170262,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170264,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3170266,Intermediate,CAZ,NA,16,mg/L,Broth dilution,MicroScan,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3170267,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Fluid,USA,NA
Acinetobacter,baumannii,SRR3170587,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170588,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170591,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170594,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170595,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170598,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3170599,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3170600,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170601,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3170602,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3170603,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3170604,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3170605,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3170606,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3170733,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Blood,USA,NA
Acinetobacter,baumannii,SRR3170734,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Sputum,USA,NA
Acinetobacter,baumannii,SRR3170737,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Tissue,USA,NA
Acinetobacter,baumannii,SRR3170739,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170740,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170768,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3170770,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3170771,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170775,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170776,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170778,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170780,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170781,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3170786,Resistant,CAZ,NA,64,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3170788,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Blood,USA,NA
Campylobacter,jejuni,SRR3171747,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3171748,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3171750,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3171757,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3171758,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3171761,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3171764,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Salmonella,enterica,SRR3173688,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Salmonella,enterica,SRR3173704,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Pork Chop,USA,NA
Salmonella,enterica,SRR3180038,Intermediate,GEN,NA,4,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chickens,USA,NA
Salmonella,enterica,SRR3182556,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Campylobacter,jejuni,SRR3183448,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3183449,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183451,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183453,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3183457,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3183458,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3183459,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3183462,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3183463,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183467,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3183468,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183471,Susceptible,TET,=,1,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183472,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183476,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183477,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3183478,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183479,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183481,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3183482,Resistant,TET,NA,32,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3183483,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Salmonella,enterica,SRR3184114,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Swine,USA,NA
Salmonella,enterica,SRR3184159,Resistant,GEN,NA,8,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Salmonella,enterica,SRR3184167,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,32513803,Ground Beef,USA,NA
Campylobacter,jejuni,SRR3185255,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3185256,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Swine-Market Swine,USA,NA
Campylobacter,jejuni,SRR3185258,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3185260,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3185263,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3185902,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3185903,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3185904,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3185905,Susceptible,TET,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3185979,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3185980,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3185981,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Salmonella,enterica,SRR3188261,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3191434,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Beef,USA,NA
Salmonella,enterica,SRR3191437,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Campylobacter,jejuni,SRR3194380,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3194381,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3194383,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196126,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196127,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196128,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196129,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3196130,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196132,Resistant,TET,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196133,Susceptible,TET,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196134,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3196135,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196141,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196142,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196143,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196446,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196679,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3196683,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196686,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3196687,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Acinetobacter,baumannii,SRR3197175,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3197589,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Wound,USA,NA
Acinetobacter,baumannii,SRR3197590,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3197591,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Anaerobic Culture,USA,NA
Acinetobacter,baumannii,SRR3197595,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3197603,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Respiratory,USA,NA
Acinetobacter,baumannii,SRR3197606,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA
Acinetobacter,baumannii,SRR3197607,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Sterile Body Site,USA,NA
Acinetobacter,baumannii,SRR3197608,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,Surveillance,USA,NA
Salmonella,enterica,SRR3198626,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Campylobacter,jejuni,SRR3199489,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3199584,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3199585,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201098,Resistant,TET,NA,32,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201099,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201100,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201101,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3201102,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201105,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3201106,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201107,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3201108,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3201110,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201111,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201112,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201116,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3201117,Susceptible,TET,=,2,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201119,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201120,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201121,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3201123,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201124,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3201125,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3209757,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3209758,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3209759,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3209760,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3209763,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3209766,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3209797,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3209814,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Salmonella,enterica,SRR3210384,Susceptible,GEN,NA,1,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Campylobacter,jejuni,SRR3214702,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3214704,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3214705,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3214706,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3214707,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3214710,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
