dataset,accession,assembly_path,status
training,SRR3168641,data/camda_amr_2025/processed/assemblies/train/SRR3168641.fasta,missing
training,SRR3168642,data/camda_amr_2025/processed/assemblies/train/SRR3168642.fasta,missing
training,SRR3168643,data/camda_amr_2025/processed/assemblies/train/SRR3168643.fasta,missing
training,SRR3168648,data/camda_amr_2025/processed/assemblies/train/SRR3168648.fasta,missing
training,SRR3170230,data/camda_amr_2025/processed/assemblies/train/SRR3170230.fasta,missing
training,SRR3170232,data/camda_amr_2025/processed/assemblies/train/SRR3170232.fasta,missing
training,SRR3170234,data/camda_amr_2025/processed/assemblies/train/SRR3170234.fasta,missing
training,SRR3170235,data/camda_amr_2025/processed/assemblies/train/SRR3170235.fasta,missing
training,SRR3170237,data/camda_amr_2025/processed/assemblies/train/SRR3170237.fasta,missing
training,SRR3170240,data/camda_amr_2025/processed/assemblies/train/SRR3170240.fasta,missing
training,SRR3170241,data/camda_amr_2025/processed/assemblies/train/SRR3170241.fasta,missing
training,SRR3170244,data/camda_amr_2025/processed/assemblies/train/SRR3170244.fasta,missing
training,SRR3170246,data/camda_amr_2025/processed/assemblies/train/SRR3170246.fasta,missing
training,SRR3170254,data/camda_amr_2025/processed/assemblies/train/SRR3170254.fasta,missing
training,SRR3170256,data/camda_amr_2025/processed/assemblies/train/SRR3170256.fasta,missing
training,SRR3170260,data/camda_amr_2025/processed/assemblies/train/SRR3170260.fasta,missing
training,SRR3170262,data/camda_amr_2025/processed/assemblies/train/SRR3170262.fasta,missing
training,SRR3170264,data/camda_amr_2025/processed/assemblies/train/SRR3170264.fasta,missing
training,SRR3170266,data/camda_amr_2025/processed/assemblies/train/SRR3170266.fasta,missing
training,SRR3170267,data/camda_amr_2025/processed/assemblies/train/SRR3170267.fasta,missing
training,SRR3170587,data/camda_amr_2025/processed/assemblies/train/SRR3170587.fasta,missing
training,SRR3170588,data/camda_amr_2025/processed/assemblies/train/SRR3170588.fasta,missing
training,SRR3170591,data/camda_amr_2025/processed/assemblies/train/SRR3170591.fasta,missing
training,SRR3170594,data/camda_amr_2025/processed/assemblies/train/SRR3170594.fasta,missing
training,SRR3170595,data/camda_amr_2025/processed/assemblies/train/SRR3170595.fasta,missing
training,SRR3170598,data/camda_amr_2025/processed/assemblies/train/SRR3170598.fasta,missing
training,SRR3170599,data/camda_amr_2025/processed/assemblies/train/SRR3170599.fasta,missing
training,SRR3170600,data/camda_amr_2025/processed/assemblies/train/SRR3170600.fasta,missing
training,SRR3170601,data/camda_amr_2025/processed/assemblies/train/SRR3170601.fasta,missing
training,SRR3170602,data/camda_amr_2025/processed/assemblies/train/SRR3170602.fasta,missing
training,SRR3170603,data/camda_amr_2025/processed/assemblies/train/SRR3170603.fasta,missing
training,SRR3170604,data/camda_amr_2025/processed/assemblies/train/SRR3170604.fasta,missing
training,SRR3170605,data/camda_amr_2025/processed/assemblies/train/SRR3170605.fasta,missing
training,SRR3170606,data/camda_amr_2025/processed/assemblies/train/SRR3170606.fasta,missing
training,SRR3170733,data/camda_amr_2025/processed/assemblies/train/SRR3170733.fasta,missing
training,SRR3170734,data/camda_amr_2025/processed/assemblies/train/SRR3170734.fasta,missing
training,SRR3170737,data/camda_amr_2025/processed/assemblies/train/SRR3170737.fasta,missing
training,SRR3170739,data/camda_amr_2025/processed/assemblies/train/SRR3170739.fasta,missing
training,SRR3170740,data/camda_amr_2025/processed/assemblies/train/SRR3170740.fasta,missing
training,SRR3170768,data/camda_amr_2025/processed/assemblies/train/SRR3170768.fasta,missing
training,SRR3170770,data/camda_amr_2025/processed/assemblies/train/SRR3170770.fasta,missing
training,SRR3170771,data/camda_amr_2025/processed/assemblies/train/SRR3170771.fasta,missing
training,SRR3170775,data/camda_amr_2025/processed/assemblies/train/SRR3170775.fasta,missing
training,SRR3170776,data/camda_amr_2025/processed/assemblies/train/SRR3170776.fasta,missing
training,SRR3170778,data/camda_amr_2025/processed/assemblies/train/SRR3170778.fasta,missing
training,SRR3170780,data/camda_amr_2025/processed/assemblies/train/SRR3170780.fasta,missing
training,SRR3170781,data/camda_amr_2025/processed/assemblies/train/SRR3170781.fasta,missing
training,SRR3170786,data/camda_amr_2025/processed/assemblies/train/SRR3170786.fasta,missing
training,SRR3170788,data/camda_amr_2025/processed/assemblies/train/SRR3170788.fasta,missing
training,SRR3171747,data/camda_amr_2025/processed/assemblies/train/SRR3171747.fasta,missing
training,SRR3171748,data/camda_amr_2025/processed/assemblies/train/SRR3171748.fasta,missing
training,SRR3171750,data/camda_amr_2025/processed/assemblies/train/SRR3171750.fasta,missing
training,SRR3171757,data/camda_amr_2025/processed/assemblies/train/SRR3171757.fasta,missing
training,SRR3171758,data/camda_amr_2025/processed/assemblies/train/SRR3171758.fasta,missing
training,SRR3171761,data/camda_amr_2025/processed/assemblies/train/SRR3171761.fasta,missing
training,SRR3171764,data/camda_amr_2025/processed/assemblies/train/SRR3171764.fasta,missing
training,SRR3173688,data/camda_amr_2025/processed/assemblies/train/SRR3173688.fasta,missing
training,SRR3173704,data/camda_amr_2025/processed/assemblies/train/SRR3173704.fasta,missing
training,SRR3180038,data/camda_amr_2025/processed/assemblies/train/SRR3180038.fasta,missing
training,SRR3182556,data/camda_amr_2025/processed/assemblies/train/SRR3182556.fasta,missing
training,SRR3183448,data/camda_amr_2025/processed/assemblies/train/SRR3183448.fasta,missing
training,SRR3183449,data/camda_amr_2025/processed/assemblies/train/SRR3183449.fasta,missing
training,SRR3183451,data/camda_amr_2025/processed/assemblies/train/SRR3183451.fasta,missing
training,SRR3183453,data/camda_amr_2025/processed/assemblies/train/SRR3183453.fasta,missing
training,SRR3183457,data/camda_amr_2025/processed/assemblies/train/SRR3183457.fasta,missing
training,SRR3183458,data/camda_amr_2025/processed/assemblies/train/SRR3183458.fasta,missing
training,SRR3183459,data/camda_amr_2025/processed/assemblies/train/SRR3183459.fasta,missing
training,SRR3183462,data/camda_amr_2025/processed/assemblies/train/SRR3183462.fasta,missing
training,SRR3183463,data/camda_amr_2025/processed/assemblies/train/SRR3183463.fasta,missing
training,SRR3183467,data/camda_amr_2025/processed/assemblies/train/SRR3183467.fasta,missing
training,SRR3183468,data/camda_amr_2025/processed/assemblies/train/SRR3183468.fasta,missing
training,SRR3183471,data/camda_amr_2025/processed/assemblies/train/SRR3183471.fasta,missing
training,SRR3183472,data/camda_amr_2025/processed/assemblies/train/SRR3183472.fasta,missing
training,SRR3183476,data/camda_amr_2025/processed/assemblies/train/SRR3183476.fasta,missing
training,SRR3183477,data/camda_amr_2025/processed/assemblies/train/SRR3183477.fasta,missing
training,SRR3183478,data/camda_amr_2025/processed/assemblies/train/SRR3183478.fasta,missing
training,SRR3183479,data/camda_amr_2025/processed/assemblies/train/SRR3183479.fasta,missing
training,SRR3183481,data/camda_amr_2025/processed/assemblies/train/SRR3183481.fasta,missing
training,SRR3183482,data/camda_amr_2025/processed/assemblies/train/SRR3183482.fasta,missing
training,SRR3183483,data/camda_amr_2025/processed/assemblies/train/SRR3183483.fasta,missing
training,SRR3184114,data/camda_amr_2025/processed/assemblies/train/SRR3184114.fasta,missing
training,SRR3184159,data/camda_amr_2025/processed/assemblies/train/SRR3184159.fasta,missing
training,SRR3184167,data/camda_amr_2025/processed/assemblies/train/SRR3184167.fasta,missing
training,SRR3185255,data/camda_amr_2025/processed/assemblies/train/SRR3185255.fasta,missing
training,SRR3185256,data/camda_amr_2025/processed/assemblies/train/SRR3185256.fasta,missing
training,SRR3185258,data/camda_amr_2025/processed/assemblies/train/SRR3185258.fasta,missing
training,SRR3185260,data/camda_amr_2025/processed/assemblies/train/SRR3185260.fasta,missing
training,SRR3185263,data/camda_amr_2025/processed/assemblies/train/SRR3185263.fasta,missing
training,SRR3185902,data/camda_amr_2025/processed/assemblies/train/SRR3185902.fasta,missing
training,SRR3185903,data/camda_amr_2025/processed/assemblies/train/SRR3185903.fasta,missing
training,SRR3185904,data/camda_amr_2025/processed/assemblies/train/SRR3185904.fasta,missing
training,SRR3185905,data/camda_amr_2025/processed/assemblies/train/SRR3185905.fasta,missing
training,SRR3185979,data/camda_amr_2025/processed/assemblies/train/SRR3185979.fasta,missing
training,SRR3185980,data/camda_amr_2025/processed/assemblies/train/SRR3185980.fasta,missing
training,SRR3185981,data/camda_amr_2025/processed/assemblies/train/SRR3185981.fasta,missing
training,SRR3188261,data/camda_amr_2025/processed/assemblies/train/SRR3188261.fasta,missing
training,SRR3191434,data/camda_amr_2025/processed/assemblies/train/SRR3191434.fasta,missing
training,SRR3191437,data/camda_amr_2025/processed/assemblies/train/SRR3191437.fasta,missing
training,SRR3194380,data/camda_amr_2025/processed/assemblies/train/SRR3194380.fasta,missing
training,SRR3194381,data/camda_amr_2025/processed/assemblies/train/SRR3194381.fasta,missing
training,SRR3194383,data/camda_amr_2025/processed/assemblies/train/SRR3194383.fasta,missing
training,SRR3196126,data/camda_amr_2025/processed/assemblies/train/SRR3196126.fasta,missing
training,SRR3196127,data/camda_amr_2025/processed/assemblies/train/SRR3196127.fasta,missing
training,SRR3196128,data/camda_amr_2025/processed/assemblies/train/SRR3196128.fasta,missing
training,SRR3196129,data/camda_amr_2025/processed/assemblies/train/SRR3196129.fasta,missing
training,SRR3196130,data/camda_amr_2025/processed/assemblies/train/SRR3196130.fasta,missing
training,SRR3196132,data/camda_amr_2025/processed/assemblies/train/SRR3196132.fasta,missing
training,SRR3196133,data/camda_amr_2025/processed/assemblies/train/SRR3196133.fasta,missing
training,SRR3196134,data/camda_amr_2025/processed/assemblies/train/SRR3196134.fasta,missing
training,SRR3196135,data/camda_amr_2025/processed/assemblies/train/SRR3196135.fasta,missing
training,SRR3196141,data/camda_amr_2025/processed/assemblies/train/SRR3196141.fasta,missing
training,SRR3196142,data/camda_amr_2025/processed/assemblies/train/SRR3196142.fasta,missing
training,SRR3196143,data/camda_amr_2025/processed/assemblies/train/SRR3196143.fasta,missing
training,SRR3196446,data/camda_amr_2025/processed/assemblies/train/SRR3196446.fasta,missing
training,SRR3196679,data/camda_amr_2025/processed/assemblies/train/SRR3196679.fasta,missing
training,SRR3196683,data/camda_amr_2025/processed/assemblies/train/SRR3196683.fasta,missing
training,SRR3196686,data/camda_amr_2025/processed/assemblies/train/SRR3196686.fasta,missing
training,SRR3196687,data/camda_amr_2025/processed/assemblies/train/SRR3196687.fasta,missing
training,SRR3197175,data/camda_amr_2025/processed/assemblies/train/SRR3197175.fasta,missing
training,SRR3197589,data/camda_amr_2025/processed/assemblies/train/SRR3197589.fasta,missing
training,SRR3197590,data/camda_amr_2025/processed/assemblies/train/SRR3197590.fasta,missing
training,SRR3197591,data/camda_amr_2025/processed/assemblies/train/SRR3197591.fasta,missing
training,SRR3197595,data/camda_amr_2025/processed/assemblies/train/SRR3197595.fasta,missing
training,SRR3197603,data/camda_amr_2025/processed/assemblies/train/SRR3197603.fasta,missing
training,SRR3197606,data/camda_amr_2025/processed/assemblies/train/SRR3197606.fasta,missing
training,SRR3197607,data/camda_amr_2025/processed/assemblies/train/SRR3197607.fasta,missing
training,SRR3197608,data/camda_amr_2025/processed/assemblies/train/SRR3197608.fasta,missing
training,SRR3198626,data/camda_amr_2025/processed/assemblies/train/SRR3198626.fasta,missing
training,SRR3199489,data/camda_amr_2025/processed/assemblies/train/SRR3199489.fasta,missing
training,SRR3199584,data/camda_amr_2025/processed/assemblies/train/SRR3199584.fasta,missing
training,SRR3199585,data/camda_amr_2025/processed/assemblies/train/SRR3199585.fasta,missing
training,SRR3201098,data/camda_amr_2025/processed/assemblies/train/SRR3201098.fasta,missing
training,SRR3201099,data/camda_amr_2025/processed/assemblies/train/SRR3201099.fasta,missing
training,SRR3201100,data/camda_amr_2025/processed/assemblies/train/SRR3201100.fasta,missing
training,SRR3201101,data/camda_amr_2025/processed/assemblies/train/SRR3201101.fasta,missing
training,SRR3201102,data/camda_amr_2025/processed/assemblies/train/SRR3201102.fasta,missing
training,SRR3201105,data/camda_amr_2025/processed/assemblies/train/SRR3201105.fasta,missing
training,SRR3201106,data/camda_amr_2025/processed/assemblies/train/SRR3201106.fasta,missing
training,SRR3201107,data/camda_amr_2025/processed/assemblies/train/SRR3201107.fasta,missing
training,SRR3201108,data/camda_amr_2025/processed/assemblies/train/SRR3201108.fasta,missing
training,SRR3201110,data/camda_amr_2025/processed/assemblies/train/SRR3201110.fasta,missing
training,SRR3201111,data/camda_amr_2025/processed/assemblies/train/SRR3201111.fasta,missing
training,SRR3201112,data/camda_amr_2025/processed/assemblies/train/SRR3201112.fasta,missing
training,SRR3201116,data/camda_amr_2025/processed/assemblies/train/SRR3201116.fasta,missing
training,SRR3201117,data/camda_amr_2025/processed/assemblies/train/SRR3201117.fasta,missing
training,SRR3201119,data/camda_amr_2025/processed/assemblies/train/SRR3201119.fasta,missing
training,SRR3201120,data/camda_amr_2025/processed/assemblies/train/SRR3201120.fasta,missing
training,SRR3201121,data/camda_amr_2025/processed/assemblies/train/SRR3201121.fasta,missing
training,SRR3201123,data/camda_amr_2025/processed/assemblies/train/SRR3201123.fasta,missing
training,SRR3201124,data/camda_amr_2025/processed/assemblies/train/SRR3201124.fasta,missing
training,SRR3201125,data/camda_amr_2025/processed/assemblies/train/SRR3201125.fasta,missing
training,SRR3209757,data/camda_amr_2025/processed/assemblies/train/SRR3209757.fasta,missing
training,SRR3209758,data/camda_amr_2025/processed/assemblies/train/SRR3209758.fasta,missing
training,SRR3209759,data/camda_amr_2025/processed/assemblies/train/SRR3209759.fasta,missing
training,SRR3209760,data/camda_amr_2025/processed/assemblies/train/SRR3209760.fasta,missing
training,SRR3209763,data/camda_amr_2025/processed/assemblies/train/SRR3209763.fasta,missing
training,SRR3209766,data/camda_amr_2025/processed/assemblies/train/SRR3209766.fasta,missing
training,SRR3209797,data/camda_amr_2025/processed/assemblies/train/SRR3209797.fasta,missing
training,SRR3209814,data/camda_amr_2025/processed/assemblies/train/SRR3209814.fasta,missing
training,SRR3210384,data/camda_amr_2025/processed/assemblies/train/SRR3210384.fasta,missing
training,SRR3214702,data/camda_amr_2025/processed/assemblies/train/SRR3214702.fasta,missing
training,SRR3214704,data/camda_amr_2025/processed/assemblies/train/SRR3214704.fasta,missing
training,SRR3214705,data/camda_amr_2025/processed/assemblies/train/SRR3214705.fasta,missing
training,SRR3214706,data/camda_amr_2025/processed/assemblies/train/SRR3214706.fasta,missing
training,SRR3214707,data/camda_amr_2025/processed/assemblies/train/SRR3214707.fasta,missing
training,SRR3214710,data/camda_amr_2025/processed/assemblies/train/SRR3214710.fasta,missing
training,SRR3214711,data/camda_amr_2025/processed/assemblies/train/SRR3214711.fasta,missing
training,SRR3214714,data/camda_amr_2025/processed/assemblies/train/SRR3214714.fasta,missing
training,SRR3215109,data/camda_amr_2025/processed/assemblies/train/SRR3215109.fasta,missing
training,SRR3215111,data/camda_amr_2025/processed/assemblies/train/SRR3215111.fasta,missing
training,SRR3215112,data/camda_amr_2025/processed/assemblies/train/SRR3215112.fasta,missing
training,SRR3215113,data/camda_amr_2025/processed/assemblies/train/SRR3215113.fasta,missing
training,SRR3215116,data/camda_amr_2025/processed/assemblies/train/SRR3215116.fasta,missing
training,SRR3215117,data/camda_amr_2025/processed/assemblies/train/SRR3215117.fasta,missing
training,SRR3215118,data/camda_amr_2025/processed/assemblies/train/SRR3215118.fasta,missing
training,SRR3215120,data/camda_amr_2025/processed/assemblies/train/SRR3215120.fasta,missing
training,SRR3215121,data/camda_amr_2025/processed/assemblies/train/SRR3215121.fasta,missing
training,SRR3215125,data/camda_amr_2025/processed/assemblies/train/SRR3215125.fasta,missing
training,SRR3215127,data/camda_amr_2025/processed/assemblies/train/SRR3215127.fasta,missing
training,SRR3215128,data/camda_amr_2025/processed/assemblies/train/SRR3215128.fasta,missing
training,SRR3215131,data/camda_amr_2025/processed/assemblies/train/SRR3215131.fasta,missing
training,SRR3215132,data/camda_amr_2025/processed/assemblies/train/SRR3215132.fasta,missing
training,SRR3215134,data/camda_amr_2025/processed/assemblies/train/SRR3215134.fasta,missing
training,SRR3216437,data/camda_amr_2025/processed/assemblies/train/SRR3216437.fasta,missing
training,SRR3217267,data/camda_amr_2025/processed/assemblies/train/SRR3217267.fasta,missing
training,SRR3217272,data/camda_amr_2025/processed/assemblies/train/SRR3217272.fasta,missing
training,SRR3217324,data/camda_amr_2025/processed/assemblies/train/SRR3217324.fasta,missing
training,SRR3217328,data/camda_amr_2025/processed/assemblies/train/SRR3217328.fasta,missing
training,SRR3217329,data/camda_amr_2025/processed/assemblies/train/SRR3217329.fasta,missing
training,SRR3217390,data/camda_amr_2025/processed/assemblies/train/SRR3217390.fasta,missing
training,SRR3217394,data/camda_amr_2025/processed/assemblies/train/SRR3217394.fasta,missing
training,SRR3217399,data/camda_amr_2025/processed/assemblies/train/SRR3217399.fasta,missing
training,SRR3217405,data/camda_amr_2025/processed/assemblies/train/SRR3217405.fasta,missing
training,SRR3217406,data/camda_amr_2025/processed/assemblies/train/SRR3217406.fasta,missing
training,SRR3217407,data/camda_amr_2025/processed/assemblies/train/SRR3217407.fasta,missing
training,SRR3218383,data/camda_amr_2025/processed/assemblies/train/SRR3218383.fasta,missing
training,SRR3218389,data/camda_amr_2025/processed/assemblies/train/SRR3218389.fasta,missing
training,SRR3218394,data/camda_amr_2025/processed/assemblies/train/SRR3218394.fasta,missing
training,SRR3218397,data/camda_amr_2025/processed/assemblies/train/SRR3218397.fasta,missing
training,SRR3218399,data/camda_amr_2025/processed/assemblies/train/SRR3218399.fasta,missing
training,SRR3219142,data/camda_amr_2025/processed/assemblies/train/SRR3219142.fasta,missing
training,SRR3219831,data/camda_amr_2025/processed/assemblies/train/SRR3219831.fasta,missing
training,SRR3219834,data/camda_amr_2025/processed/assemblies/train/SRR3219834.fasta,missing
training,SRR3219835,data/camda_amr_2025/processed/assemblies/train/SRR3219835.fasta,missing
training,SRR3221668,data/camda_amr_2025/processed/assemblies/train/SRR3221668.fasta,missing
training,SRR3221676,data/camda_amr_2025/processed/assemblies/train/SRR3221676.fasta,missing
training,SRR3221942,data/camda_amr_2025/processed/assemblies/train/SRR3221942.fasta,missing
training,SRR3222075,data/camda_amr_2025/processed/assemblies/train/SRR3222075.fasta,missing
training,SRR3222121,data/camda_amr_2025/processed/assemblies/train/SRR3222121.fasta,missing
training,SRR3222296,data/camda_amr_2025/processed/assemblies/train/SRR3222296.fasta,missing
training,SRR3222390,data/camda_amr_2025/processed/assemblies/train/SRR3222390.fasta,missing
training,SRR3222406,data/camda_amr_2025/processed/assemblies/train/SRR3222406.fasta,missing
training,SRR3222408,data/camda_amr_2025/processed/assemblies/train/SRR3222408.fasta,missing
training,SRR3222424,data/camda_amr_2025/processed/assemblies/train/SRR3222424.fasta,missing
training,SRR3222486,data/camda_amr_2025/processed/assemblies/train/SRR3222486.fasta,missing
training,SRR3222487,data/camda_amr_2025/processed/assemblies/train/SRR3222487.fasta,missing
training,SRR3222489,data/camda_amr_2025/processed/assemblies/train/SRR3222489.fasta,missing
training,SRR3222491,data/camda_amr_2025/processed/assemblies/train/SRR3222491.fasta,missing
training,SRR3223097,data/camda_amr_2025/processed/assemblies/train/SRR3223097.fasta,missing
training,SRR3223161,data/camda_amr_2025/processed/assemblies/train/SRR3223161.fasta,missing
training,SRR3223164,data/camda_amr_2025/processed/assemblies/train/SRR3223164.fasta,missing
training,SRR3223165,data/camda_amr_2025/processed/assemblies/train/SRR3223165.fasta,missing
training,SRR3223167,data/camda_amr_2025/processed/assemblies/train/SRR3223167.fasta,missing
training,SRR3223170,data/camda_amr_2025/processed/assemblies/train/SRR3223170.fasta,missing
training,SRR3223172,data/camda_amr_2025/processed/assemblies/train/SRR3223172.fasta,missing
training,SRR3223173,data/camda_amr_2025/processed/assemblies/train/SRR3223173.fasta,missing
training,SRR3223469,data/camda_amr_2025/processed/assemblies/train/SRR3223469.fasta,missing
training,SRR3223470,data/camda_amr_2025/processed/assemblies/train/SRR3223470.fasta,missing
training,SRR3223472,data/camda_amr_2025/processed/assemblies/train/SRR3223472.fasta,missing
training,SRR3223479,data/camda_amr_2025/processed/assemblies/train/SRR3223479.fasta,missing
training,SRR3223481,data/camda_amr_2025/processed/assemblies/train/SRR3223481.fasta,missing
training,SRR3223482,data/camda_amr_2025/processed/assemblies/train/SRR3223482.fasta,missing
training,SRR3223485,data/camda_amr_2025/processed/assemblies/train/SRR3223485.fasta,missing
training,SRR3223552,data/camda_amr_2025/processed/assemblies/train/SRR3223552.fasta,missing
training,SRR3223554,data/camda_amr_2025/processed/assemblies/train/SRR3223554.fasta,missing
training,SRR3223557,data/camda_amr_2025/processed/assemblies/train/SRR3223557.fasta,missing
training,SRR3223558,data/camda_amr_2025/processed/assemblies/train/SRR3223558.fasta,missing
training,SRR3223560,data/camda_amr_2025/processed/assemblies/train/SRR3223560.fasta,missing
training,SRR3223562,data/camda_amr_2025/processed/assemblies/train/SRR3223562.fasta,missing
training,SRR3223751,data/camda_amr_2025/processed/assemblies/train/SRR3223751.fasta,missing
training,SRR3223752,data/camda_amr_2025/processed/assemblies/train/SRR3223752.fasta,missing
training,SRR3223911,data/camda_amr_2025/processed/assemblies/train/SRR3223911.fasta,missing
training,SRR3223912,data/camda_amr_2025/processed/assemblies/train/SRR3223912.fasta,missing
training,SRR3223913,data/camda_amr_2025/processed/assemblies/train/SRR3223913.fasta,missing
training,SRR3223915,data/camda_amr_2025/processed/assemblies/train/SRR3223915.fasta,missing
training,SRR3223919,data/camda_amr_2025/processed/assemblies/train/SRR3223919.fasta,missing
training,SRR3223920,data/camda_amr_2025/processed/assemblies/train/SRR3223920.fasta,missing
training,SRR3223924,data/camda_amr_2025/processed/assemblies/train/SRR3223924.fasta,missing
training,SRR3224230,data/camda_amr_2025/processed/assemblies/train/SRR3224230.fasta,missing
training,SRR3224233,data/camda_amr_2025/processed/assemblies/train/SRR3224233.fasta,missing
training,SRR3224234,data/camda_amr_2025/processed/assemblies/train/SRR3224234.fasta,missing
training,SRR3224235,data/camda_amr_2025/processed/assemblies/train/SRR3224235.fasta,missing
training,SRR3224236,data/camda_amr_2025/processed/assemblies/train/SRR3224236.fasta,missing
training,SRR3224237,data/camda_amr_2025/processed/assemblies/train/SRR3224237.fasta,missing
training,SRR3224240,data/camda_amr_2025/processed/assemblies/train/SRR3224240.fasta,missing
training,SRR3224796,data/camda_amr_2025/processed/assemblies/train/SRR3224796.fasta,missing
training,SRR3224798,data/camda_amr_2025/processed/assemblies/train/SRR3224798.fasta,missing
training,SRR3224801,data/camda_amr_2025/processed/assemblies/train/SRR3224801.fasta,missing
training,SRR3224803,data/camda_amr_2025/processed/assemblies/train/SRR3224803.fasta,missing
training,SRR3224808,data/camda_amr_2025/processed/assemblies/train/SRR3224808.fasta,missing
training,SRR3224984,data/camda_amr_2025/processed/assemblies/train/SRR3224984.fasta,missing
training,SRR3224988,data/camda_amr_2025/processed/assemblies/train/SRR3224988.fasta,missing
training,SRR3224989,data/camda_amr_2025/processed/assemblies/train/SRR3224989.fasta,missing
training,SRR3224993,data/camda_amr_2025/processed/assemblies/train/SRR3224993.fasta,missing
training,SRR3224994,data/camda_amr_2025/processed/assemblies/train/SRR3224994.fasta,missing
training,SRR3224996,data/camda_amr_2025/processed/assemblies/train/SRR3224996.fasta,missing
training,SRR3225003,data/camda_amr_2025/processed/assemblies/train/SRR3225003.fasta,missing
training,SRR3225042,data/camda_amr_2025/processed/assemblies/train/SRR3225042.fasta,missing
training,SRR3225043,data/camda_amr_2025/processed/assemblies/train/SRR3225043.fasta,missing
training,SRR3225044,data/camda_amr_2025/processed/assemblies/train/SRR3225044.fasta,missing
training,SRR3225046,data/camda_amr_2025/processed/assemblies/train/SRR3225046.fasta,missing
training,SRR3225048,data/camda_amr_2025/processed/assemblies/train/SRR3225048.fasta,missing
training,SRR3225049,data/camda_amr_2025/processed/assemblies/train/SRR3225049.fasta,missing
training,SRR3225059,data/camda_amr_2025/processed/assemblies/train/SRR3225059.fasta,missing
training,SRR3225230,data/camda_amr_2025/processed/assemblies/train/SRR3225230.fasta,missing
training,SRR3225231,data/camda_amr_2025/processed/assemblies/train/SRR3225231.fasta,missing
training,SRR3225233,data/camda_amr_2025/processed/assemblies/train/SRR3225233.fasta,missing
training,SRR3225236,data/camda_amr_2025/processed/assemblies/train/SRR3225236.fasta,missing
training,SRR3225238,data/camda_amr_2025/processed/assemblies/train/SRR3225238.fasta,missing
training,SRR3225241,data/camda_amr_2025/processed/assemblies/train/SRR3225241.fasta,missing
training,SRR3225242,data/camda_amr_2025/processed/assemblies/train/SRR3225242.fasta,missing
training,SRR3225244,data/camda_amr_2025/processed/assemblies/train/SRR3225244.fasta,missing
training,SRR3225248,data/camda_amr_2025/processed/assemblies/train/SRR3225248.fasta,missing
training,SRR3225369,data/camda_amr_2025/processed/assemblies/train/SRR3225369.fasta,missing
training,SRR3226989,data/camda_amr_2025/processed/assemblies/train/SRR3226989.fasta,missing
training,SRR3227002,data/camda_amr_2025/processed/assemblies/train/SRR3227002.fasta,missing
training,SRR3227004,data/camda_amr_2025/processed/assemblies/train/SRR3227004.fasta,missing
training,SRR3227005,data/camda_amr_2025/processed/assemblies/train/SRR3227005.fasta,missing
training,SRR3227007,data/camda_amr_2025/processed/assemblies/train/SRR3227007.fasta,missing
training,SRR3227008,data/camda_amr_2025/processed/assemblies/train/SRR3227008.fasta,missing
training,SRR3227011,data/camda_amr_2025/processed/assemblies/train/SRR3227011.fasta,missing
training,SRR3227028,data/camda_amr_2025/processed/assemblies/train/SRR3227028.fasta,missing
training,SRR3227030,data/camda_amr_2025/processed/assemblies/train/SRR3227030.fasta,missing
training,SRR3227031,data/camda_amr_2025/processed/assemblies/train/SRR3227031.fasta,missing
training,SRR3227037,data/camda_amr_2025/processed/assemblies/train/SRR3227037.fasta,missing
training,SRR3227045,data/camda_amr_2025/processed/assemblies/train/SRR3227045.fasta,missing
training,SRR3227048,data/camda_amr_2025/processed/assemblies/train/SRR3227048.fasta,missing
training,SRR3228479,data/camda_amr_2025/processed/assemblies/train/SRR3228479.fasta,missing
training,SRR3228491,data/camda_amr_2025/processed/assemblies/train/SRR3228491.fasta,missing
training,SRR3228493,data/camda_amr_2025/processed/assemblies/train/SRR3228493.fasta,missing
training,SRR3228534,data/camda_amr_2025/processed/assemblies/train/SRR3228534.fasta,missing
training,SRR3228537,data/camda_amr_2025/processed/assemblies/train/SRR3228537.fasta,missing
training,SRR3228538,data/camda_amr_2025/processed/assemblies/train/SRR3228538.fasta,missing
training,SRR3228539,data/camda_amr_2025/processed/assemblies/train/SRR3228539.fasta,missing
training,SRR3228544,data/camda_amr_2025/processed/assemblies/train/SRR3228544.fasta,missing
training,SRR3228549,data/camda_amr_2025/processed/assemblies/train/SRR3228549.fasta,missing
training,SRR3228557,data/camda_amr_2025/processed/assemblies/train/SRR3228557.fasta,missing
training,SRR3228559,data/camda_amr_2025/processed/assemblies/train/SRR3228559.fasta,missing
training,SRR3228561,data/camda_amr_2025/processed/assemblies/train/SRR3228561.fasta,missing
training,SRR3228563,data/camda_amr_2025/processed/assemblies/train/SRR3228563.fasta,missing
training,SRR3228564,data/camda_amr_2025/processed/assemblies/train/SRR3228564.fasta,missing
training,SRR3228569,data/camda_amr_2025/processed/assemblies/train/SRR3228569.fasta,missing
training,SRR3228575,data/camda_amr_2025/processed/assemblies/train/SRR3228575.fasta,missing
training,SRR3241809,data/camda_amr_2025/processed/assemblies/train/SRR3241809.fasta,missing
training,SRR3242018,data/camda_amr_2025/processed/assemblies/train/SRR3242018.fasta,missing
training,SRR3242034,data/camda_amr_2025/processed/assemblies/train/SRR3242034.fasta,missing
training,SRR3242039,data/camda_amr_2025/processed/assemblies/train/SRR3242039.fasta,missing
